datum,land,type,slachtoffers,publicatie_datum,Nederland_ind,Europe_ind,World_ind,man_made,Marokko_ind,Turkije_ind,Belgie_ind,Duitsland_ind,Indonesie_ind,Polen_ind,Suriname_ind,Oceanie_ind,Afrika_ind,Amerika_ind,Asie_ind
2019-06-30,Italië,,0,30.06.2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,Israël,lockdown,30,6.01.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-12-24,Afghanistan,,0,24.12.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-11-22,Nederland,,0,22.11.2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-01,Ethiopië,geweld,3,12.01.2022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2022-05-16,Rusland,,0,16.05.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-02-24,Nederland,oorlog,0,24.02.2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-06-07,Zuid-frankrijk,droogte,0,6.07.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-16,Spanje,bosbranden,0,16.08.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09,Filipijnen,overstroming,0,11.09.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-08-16,Nederland,bosbrand,0,16.08.2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-11,Californië,bosbrand,0,1.11.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"India, bangladesh",cycloon,15,21.05.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-15,Haïti,aardbeving,724,15.08.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-03,Verenigde staten,,0,9.03.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-07-30,Turkije,bosbrand,4,30.07.2021,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-01-03,Jemen,hongersnood,0,1.03.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-06-29,India,coronavirus,0,29.06.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-10-16,Nigeria,overstroming,603,16.10.2022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2022-09-29,Verenigde staten,orkaan,23,29.09.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-09,Griekenland,brand,0,9.09.2020,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-07-24,Verenigde staten,bosbrand,0,24.07.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-06-08,Verenigde staten,schietincident,22,6.08.2019,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2022-09-07,Zuid-europa,hittegolf,0,9.07.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-24,Verenigde staten,winterstorm,0,24.12.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-11-08,China,tyfoon,28,11.08.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-06-20,Duitsland,bosbrand,0,20.06.2022,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-01-27,Kenia,plaag,0,27.01.2020,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019-04-20,Nederland,natuurbrand,0,20.04.2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-18,Japan,tyfoon,0,18.09.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-04-22,Nederland,natuurbrand,0,22.04.2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,Frankrijk,bosbrand,0,14.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,Australië,bosbranden,0,9.01.2020,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019-09-07,Italië,reddingsschip incident,0,9.07.2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,India en bangladesh,cycloon,0,19.05.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-24,Griekenland,bosbrand,0,24.08.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-05,Verenigde staten,bosbrand,0,12.05.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-09-15,Frankrijk,bosbrand,0,15.09.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-21,Verenigde staten,bosbranden,0,21.07.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-08-06,Afrika,,0,8.06.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,Griekenland,bosbranden,1,7.08.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-13,Chili,,1,13.10.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-12-23,Afghanistan,voedselcrisis,0,23.12.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-02-28,Oekraïne,oorlog,11,28.02.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-07,Oezbekistan,protesten,18,4.07.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-03-05,India,cycloon,3,3.05.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-11-07,Nederland,brand,0,11.07.2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,Japan,schipongeluk,42,3.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-11-08,Frankrijk,bosbrand,0,11.08.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-08,Verenigde staten,vuurtornado,0,12.08.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-06-30,Canada,extreme hitte,100,30.06.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-05-16,Israël,oorlog,120,16.05.2021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2019-11-15,Italie,overstroming,0,15.11.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-02,Canada,protest,0,9.02.2022,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2021-06-27,Nederland,explosie,0,27.06.2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-02-08,Verenigde staten,epidemie,0,2.08.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-08-08,Oekraïne,nucleaire ramp,1,8.08.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,Nederland,bosbrand,0,19.05.2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,Ethiopië,humanitaire ramp,0,31.05.2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2020-12-06,Peru,quarantaine,6000,12.06.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-12-31,Amerikaanse staat colorado,natuurbranden,6,31.12.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,Nederland,oorlog,3,15.02.2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-07-28,Italië,"overstromingen, aardverschuivingen",0,28.07.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-23,Afghanistan,,0,23.11.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-12-19,Filipijnen,tyfoon,33,19.12.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-08-21,Brazilië,bosbrand,0,21.08.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-08-18,Spanje,bosbrand,0,18.08.2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,Albanië,bosbranden,0,9.08.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,Verenigde staten,bosbrand,0,9.08.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-01-01,Verenigde staten,bosbrand,0,1.01.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-05-08,Verenigde staten,bosbrand,0,5.08.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-04-05,Bangladesh,cycloon,21,4.05.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-01-05,India,coronagolf,0,1.05.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-06,China,epidemie,1.2,6.06.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-11-13,Filipijnen,overstroming,11,13.11.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-10-21,Verenigde staten,bosbrand,0,21.10.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-10-09,Verenigde staten,bosbranden,11,10.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-07-19,Frankrijk,bosbrand,0,19.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19,Verenigde staten,bosbranden,1,19.03.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-11,Portugal,noodtoestand,2544,3.11.2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,Somalië,politieke crisis,0,7.02.2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2020-04-09,Japan,schipbreuk,1,4.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-08-02,Hoorn afrika,droogte,0,8.02.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-07,Italië,droogte,0,12.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05,Nederland,,0,11.05.2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-16,Nederland,,0,16.09.2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-26,Libië,scheepsramp,62,26.07.2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019-09-10,Ecuador,protesten + demonstraties,0,9.10.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-10-24,Oekraïne,oorlog,680,24.10.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,Australië,bosbranden,0,27.08.2020,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2022-04-06,Mexico,droogte,0,4.06.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-10-31,Nederland,brand,0,31.10.2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-05-18,India,orkaan,27,18.05.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-05-07,Japan,overstromingen,34,5.07.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-09-13,Frankrijk,bosbrand,0,13.09.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-17,Nigeria,overstromingen,603,17.10.2022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2022-12-07,Nederland,explosie,0,12.07.2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-07,Italië,droogtecrisis,0,3.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-18,Frankrijk,bosbranden,0,18.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-23,Rusland,,,23.06.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-04-21,Nederland,brand,0,21.04.2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-07-24,Frankrijk,bosbrand,0,24.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28,Oekraïne,belegering,0,28.03.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,Ethiopië,luchtaanval,80,23.06.2021,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2021-02-23,Verenigde staten,onderkoeling door extreem winterweer,1,23.02.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-02-08,Italië,bosbrand,0,2.08.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-12,Oekraïne,oorlog,6702,6.12.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,Amerikaanse staat californië,bosbrand,0,31.08.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03,Oekraïne,aanval op kerncentrale,0,4.03.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-07,Griekenland,noodweer,7,11.07.2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-19,Spanje,hittegolf,2,19.06.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,India,tropische cycloon,0,3.06.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-08-24,Nederland,bosbrand,0,24.08.2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,Australie,bosbrand,17,4.01.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,Oekraïne,evacuatie,0,7.03.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-08,Frankrijk,bosbrand,0,12.08.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-21,Oekraïne,,0,21.04.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-10,Japan,tyfoon,0,10.10.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-05-29,Brazilië,overstroming,84,29.05.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-26,Filipijnen,tyfoon,20,26.12.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-05-04,Indonesië,cycloon,97,5.04.2021,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-01-25,Myanmar,geweld tegen hulpverleners,2,25.01.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,Israël,oorlog,,17.05.2021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2020-04-08,Verenigde staten,orkaan,3,4.08.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-21,Jemen,oorlog,8,21.03.2021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2021-02-22,Verenigde staten,,0,22.02.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-07-09,Zuid-korea,tyfoon,32,7.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-01-07,Venezuela,energiecrisis,15,1.07.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-20,Nederland,bosbrand,0,20.04.2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-26,Duitsland,bosbrand,0,26.07.2022,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-07-28,Italië,noodweer,0,28.07.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,Griekenland,bosbranden,5,1.08.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-18,Frankrijk,natuurbrand,0,18.08.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,Zuid-korea,overstroming,5,3.08.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,Nederland,,0,13.05.2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,Oekraïne,,0,5.04.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-21,Canada,overstromingen en grondverschuivingen,3,21.11.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-02-07,Libanon,,0,2.07.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-08-08,Rusland,branden,0,8.08.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-10-25,Oost-europa,covid-ramp,0,25.10.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,Japan,noodtoestand,0,7.01.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-07-08,Oekraïne,beschietingen,0,7.08.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-05-04,Indonesië,cycloon,100,5.04.2021,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2021-11-18,Canada,overstromingen,1,18.11.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-08-07,Japan,noodtoestand,0,8.07.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-05-07,Italië,droogte,0,5.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,Azerbeidzjan,schietincident,7,11.10.2020,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2019-10-14,Japan,tyfoon,56,14.10.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-07-09,Verenigde staten,natuurbranden,8,7.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-07-09,Verenigde staten,natuurbranden,12,7.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-12-13,Verenigde staten,tornado,100,13.12.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-05-31,Nederland,bosbrand,0,31.05.2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-26,Syrië,oorlog,0,26.09.2022,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2019-09-09,Japan,tyfoon,1,9.09.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-09-29,"Florida, verenigde staten",orkaan,0,29.09.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-24,Ethiopië,oorlog,0,24.08.2022,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2019-10-24,Chili,gewelddadige demonstraties,0,24.10.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-16,Frankrijk,bosbrand,0,16.08.2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06,Oekraïne,oorlog,0,11.06.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,Oekraïne,oorlog,0,29.08.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,Verenigde staten,instorting,4,26.06.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-07-22,Verenigde staten,bosbrand,1,22.07.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-05-01,Kazachstan,,318,5.01.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-09-07,Haïti,moord,1,9.07.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-11-01,Puerto rico,aardbeving,1,11.01.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-11-08,Italië,brand,10,11.08.2021,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-07-26,Frankrijk,bosbrand,0,26.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-23,Verenigde staten,winterstorm,0,23.12.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-07-17,Frankrijk,bosbrand,0,17.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-01,Noord-korea,,0,1.01.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-07-17,Spanje,hittegolf,360,17.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,Japan,tyfoon,2,7.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-01-16,Brazilië,gezondheidscrisis,,16.01.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-09,Verenigde staten,natuurbrand,8,8.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-19,Verenigde staten,natuurbranden,0,19.08.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-21,Jemen,oorlog,8,21.03.2021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2022-12-07,Portugal,bosbranden,0,12.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-04,Oekraïne,gifgas aanval,,12.04.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,Nederland,natuurbrand,0,21.04.2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,Oekraïne,,6,24.04.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-24,Oekraïne,oorlog,0,24.09.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-09-14,Frankrijk,bosbrand,0,14.09.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,Latijns-amerika,coronapandemie,0,26.05.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-27,Servië,treinramp,15,27.12.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-07,Italië,droogte,0,10.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-31,Verenigde staten,natuurbrand,0,31.12.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-02-21,Nederland,coronapiek,0,21.02.2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,Nederland,oorlog,0,7.03.2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-06-18,Argentinië,gigastroomstoring,0,18.06.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-03-20,Afrika,cycloon,300,20.03.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-13,Peru,protesten,7,13.12.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-08-19,Portugal,natuurramp,0,19.08.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-20,Canada,bosbranden,0,20.07.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-01-31,Nederland,vluchtelingen,0,31.01.2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,Verenigde staten,bosbrand,0,31.08.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-04-25,Verenigde staten,epidemie,0,25.04.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-01-22,Jemen,luchtaanvallen,70,22.01.2022,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2021-07-27,Italië,bosbranden,0,27.07.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-21,Jemen,oorlog,8,21.03.2021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2019-12-19,Australië,bosbrand,0,19.12.2019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2022-09-18,Japan,tyfoon,0,18.09.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-04-09,Oekraïne,beschietingen,0,4.09.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-07-09,Bahama's,orkaan,,7.09.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-03-19,Oekraïne,oorlog,,19.03.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,Verenigde staten,extreme weersomstandigheden,0,19.06.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021-08-21,Verenigde staten,orkaan,8,21.08.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-05-04,Sri lanka,,0,5.04.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-12-16,Verenigde staten,tornado-uitbarsting,0,16.12.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-01-06,Nederland,bosbrand,0,1.06.2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07,Europa,pandemie,0,3.07.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,Californië,natuurbranden,,8.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,Nederland,bosbrand,0,22.04.2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,Verenigde staten,orkaan,0,15.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-10-19,Chili,protesten en ongeregeldheden,0,19.10.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-05-31,Brazilië,"overstromingen, aardverschuivingen",100,31.05.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-20,World,bosbranden,0,20.09.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-06,Oekraïne,oorlog,0,10.06.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,Griekenland,brand,0,15.09.2020,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-05-01,Kazachstan,protesten,0,5.01.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-09-02,Ethiopië,oorlog,0,9.02.2022,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2019-07-18,Democratische republiek congo,epidemie,1600,18.07.2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019-09-17,Venezuela,,0,17.09.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-08,Albanië,bosbrand,0,8.08.2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,Japan,,0,7.07.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-03-20,Spanje,epidemie,0,20.03.2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-31,Pakistan,overstromingen,1162,31.08.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-24,Frankrijk,brand,0,24.08.2020,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-11-08,Frankrijk,bosbrand,0,11.08.2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-18,Australie,bosbranden,0,18.12.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-26,Oekraïne,oorlog,0,26.12.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-08-16,Haïti,aardbeving,1297,16.08.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-02-05,Frankrijk,,0,2.05.2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-09,Bahama's,orkaan,7,5.09.2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-10-06,Japan,coronavirus,916,10.06.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-11-20,Verenigde staten,sneeuwstorm,2,20.11.2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-07-09,Oekraïne,beschietingen,0,7.09.2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-11,Filipijnen,tyfoon,0,1.11.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2021-05-03,Japan,noodtoestand,0,5.03.2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-06-01,Kazachstan,schietincident,9,6.01.2022,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2020-02-11,Filipijnen,tyfoon,16,2.11.2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
